UserID,SessionID,Timestamp,Type,Utility,Hit,Result,Description
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:42:23,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:42:53,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:42:58,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:43:09,interaction,Scene Tool,/root/Node2D/Locations/gas/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:43:21,plan,,,failure,The player plan failed because Accomplished nothing.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:43:28,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:43:31,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:43:49,interaction,used,/root/Node2D/Map/utility,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:43:51,interaction,used,/root/Node2D/Map/ObstacleGas/gas,failure,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:00,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:01,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:03,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:16,interaction,used,/root/Node2D/Map/Locations/gas2/gas2,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:33,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:37,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:46,interaction,used,/root/Node2D/Map/Locations/briefing/briefing,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:44:48,interaction,used,/root/Node2D/Map/utility,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:45:07,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:45:10,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:45:40,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:45:46,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:45:55,interaction,used,/root/Node2D/Map/Locations/gas2/gas2,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:45:57,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:03,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:03,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:11,plan,,,failure,The player plan failed because Player died.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:16,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:24,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:40,interaction,used,/root/Node2D/Map/utility,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:53,plan,,,failure,The player plan failed because Accomplished nothing.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:54,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:46:57,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:05,interaction,used,/root/Node2D/Map/Locations/goal/goal,failure,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:08,interaction,used,/root/Node2D/Map/Locations/gas2/gas2,success,Player used something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:15,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas intake,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:16,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:17,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:21,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas intake,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:26,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas intake,failure,Player dragged something and dropped it on something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:27,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:31,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:32,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:35,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:45,plan,,,failure,The player plan failed because Accomplished nothing.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:47:52,plan,,,failure,The player plan failed because Accomplished nothing.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:01,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:10,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:15,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:17,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:23,plan,,,failure,The player plan failed because Accomplished nothing.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:36,plan,,,failure,The player plan failed because Accomplished nothing.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:40,survey,,,,Survey popped up.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:48:47,survey,,,,Survey submitted by user.
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:49:00,interaction,examined,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,,Player examined something
ba9403c7-231d-4c66-a77e-c0c58f237017,5121a3e1-70ec-4bb7-b382-28d03ca28998,2024-12-09 12:49:02,interaction,Scene Tool,/root/Node2D/Locations/gas2/Gascloud/Gas Cloud,success,Player dragged something and dropped it on something
